user_id,session_id,date,month,channel,campaign_type,device,user_type,region,visited_website,viewed_product,added_to_cart,checkout_started,purchase_completed,discount_applied,order_value,revenue
991793,2276,2025-11-22,2025-11,Email,Discount,Desktop,New,Metro,Yes,Yes,Yes,No,No,No,499.0,0.0
902514,2277,2025-07-04,2025-07,Email,New Launch,Mobile,New,Non-Metro,Yes,No,No,No,No,No,499.0,0.0
887093,2278,2025-10-15,2025-10,Organic,New Launch,Mobile,New,Metro,Yes,Yes,Yes,Yes,No,No,499.0,0.0
268484,2279,2025-07-06,2025-07,Social,Influencer,Mobile,New,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0
889352,2280,2025-12-05,2025-12,Social,New Launch,Mobile,Returning,Metro,Yes,Yes,Yes,No,No,No,499.0,0.0
584410,2281,2025-10-27,2025-10,Paid Ads,New Launch,Desktop,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0
869666,2282,2025-09-13,2025-09,Social,Discount,Mobile,New,Metro,Yes,Yes,Yes,Yes,Yes,No,3282.28,3282.28
441705,2283,2025-09-29,2025-09,Paid Ads,New Launch,Desktop,New,Non-Metro,Yes,No,No,No,No,No,499.0,0.0
895378,2284,2025-07-09,2025-07,Organic,Discount,Mobile,New,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0
325314,2285,2025-11-29,2025-11,Paid Ads,New Launch,Mobile,Returning,Metro,Yes,No,No,No,No,No,499.0,0.0
538716,2286,2025-07-20,2025-07,Paid Ads,New Launch,Mobile,Returning,Metro,Yes,Yes,Yes,Yes,Yes,Yes,3173.27,2855.943
859900,2287,2025-07-13,2025-07,Email,Discount,Mobile,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0
902741,2288,2025-08-24,2025-08,Social,Discount,Mobile,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0
679518,2289,2025-09-30,2025-09,Paid Ads,Discount,Mobile,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0
998254,2290,2025-10-04,2025-10,Paid Ads,Influencer,Mobile,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0
591872,2291,2025-10-09,2025-10,Organic,New Launch,Desktop,New,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0
616998,2292,2025-07-19,2025-07,Email,New Launch,Mobile,Returning,Non-Metro,Yes,No,No,No,No,No,499.0,0.0
619984,2293,2025-08-16,2025-08,Paid Ads,New Launch,Mobile,New,Metro,Yes,Yes,Yes,Yes,Yes,Yes,1972.48,1775.232
565757,2294,2025-09-09,2025-09,Paid Ads,Discount,Desktop,New,Non-Metro,Yes,No,No,No,No,No,499.0,0.0
474484,2295,2025-09-05,2025-09,Organic,Discount,Desktop,Returning,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0
608062,2296,2025-08-09,2025-08,Paid Ads,Discount,Desktop,Returning,Metro,Yes,Yes,Yes,Yes,No,No,499.0,0.0
683609,2297,2025-10-02,2025-10,Organic,New Launch,Desktop,Returning,Metro,Yes,No,No,No,No,No,499.0,0.0
232028,2298,2025-08-27,2025-08,Social,Influencer,Mobile,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0
331447,2299,2025-07-31,2025-07,Email,Discount,Mobile,Returning,Non-Metro,Yes,No,No,No,No,No,499.0,0.0
960563,2300,2025-08-14,2025-08,Paid Ads,New Launch,Mobile,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0
541124,2301,2025-10-12,2025-10,Paid Ads,New Launch,Mobile,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0
912395,2302,2025-08-23,2025-08,Organic,Discount,Mobile,Returning,Non-Metro,Yes,No,No,No,No,No,499.0,0.0
726045,2303,2025-09-11,2025-09,Organic,New Launch,Mobile,Returning,Metro,Yes,Yes,No,No,No,No,499.0,0.0
532659,2304,2025-10-06,2025-10,Paid Ads,Discount,Mobile,Returning,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0
985691,2305,2025-12-02,2025-12,Paid Ads,Discount,Desktop,New,Metro,Yes,Yes,Yes,Yes,Yes,Yes,2326.0,2093.4
401207,2306,2025-08-21,2025-08,Social,Influencer,Mobile,New,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0
476369,2307,2025-08-24,2025-08,Paid Ads,Discount,Desktop,New,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0
478544,2308,2025-07-27,2025-07,Social,Discount,Mobile,New,Non-Metro,Yes,Yes,Yes,Yes,Yes,Yes,2412.04,2170.836
442962,2309,2025-10-05,2025-10,Organic,Influencer,Desktop,Returning,Metro,Yes,Yes,No,No,No,No,499.0,0.0
366847,2310,2025-10-24,2025-10,Organic,Influencer,Mobile,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0
820488,2311,2025-10-17,2025-10,Paid Ads,New Launch,Desktop,New,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0
696387,2312,2025-12-20,2025-12,Social,Influencer,Mobile,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0
519065,2313,2025-12-18,2025-12,Social,Influencer,Desktop,Returning,Metro,Yes,No,No,No,No,No,499.0,0.0
787220,2314,2025-08-11,2025-08,Social,Discount,Mobile,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0
131585,2315,2025-07-06,2025-07,Organic,Discount,Mobile,New,Metro,Yes,Yes,Yes,No,No,No,499.0,0.0
515231,2316,2025-08-17,2025-08,Paid Ads,New Launch,Mobile,New,Metro,Yes,No,No,No,No,No,499.0,0.0
667873,2317,2025-07-27,2025-07,Paid Ads,Discount,Mobile,New,Metro,Yes,Yes,Yes,Yes,Yes,No,2040.99,2040.99
389102,2318,2025-12-07,2025-12,Paid Ads,New Launch,Desktop,Returning,Metro,Yes,Yes,No,No,No,No,499.0,0.0
388161,2319,2025-12-13,2025-12,Paid Ads,Discount,Mobile,New,Non-Metro,Yes,No,No,No,No,No,499.0,0.0
486821,2320,2025-09-24,2025-09,Paid Ads,Discount,Mobile,New,Metro,Yes,Yes,Yes,No,No,No,499.0,0.0
915858,2321,2025-10-04,2025-10,Email,Influencer,Mobile,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0
379922,2322,2025-07-27,2025-07,Social,Discount,Desktop,Returning,Metro,Yes,Yes,No,No,No,No,499.0,0.0
800601,2323,2025-08-09,2025-08,Email,Discount,Mobile,Returning,Metro,Yes,Yes,Yes,No,No,No,499.0,0.0
142229,2324,2025-10-02,2025-10,Paid Ads,Discount,Desktop,New,Non-Metro,Yes,Yes,Yes,No,No,No,499.0,0.0
186652,2325,2025-12-10,2025-12,Social,New Launch,Desktop,New,Non-Metro,Yes,No,No,No,No,No,499.0,0.0
349474,2326,2025-10-26,2025-10,Organic,New Launch,Desktop,New,Non-Metro,Yes,No,No,No,No,No,499.0,0.0
803724,2327,2025-11-06,2025-11,Organic,Influencer,Mobile,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0
360116,2328,2025-12-02,2025-12,Paid Ads,New Launch,Desktop,Returning,Metro,Yes,Yes,Yes,Yes,Yes,Yes,2222.5,2000.25
971310,2329,2025-07-22,2025-07,Organic,New Launch,Mobile,New,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0
943488,2330,2025-11-02,2025-11,Organic,Influencer,Mobile,New,Metro,Yes,No,No,No,No,No,499.0,0.0
620985,2331,2025-10-19,2025-10,Organic,Discount,Mobile,Returning,Metro,Yes,No,No,No,No,No,499.0,0.0
119975,2332,2025-12-23,2025-12,Social,New Launch,Mobile,Returning,Non-Metro,Yes,Yes,Yes,No,No,No,499.0,0.0
257795,2333,2025-07-24,2025-07,Paid Ads,Discount,Desktop,New,Non-Metro,Yes,Yes,Yes,Yes,No,No,499.0,0.0
516495,2334,2025-11-28,2025-11,Paid Ads,Influencer,Mobile,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0
309373,2335,2025-08-04,2025-08,Social,Discount,Mobile,New,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0
297133,2336,2025-09-11,2025-09,Social,Discount,Mobile,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0
974829,2337,2025-12-02,2025-12,Paid Ads,Discount,Mobile,New,Metro,Yes,No,No,No,No,No,499.0,0.0
804513,2338,2025-07-07,2025-07,Paid Ads,Discount,Mobile,New,Non-Metro,Yes,No,No,No,No,No,499.0,0.0
395286,2339,2025-11-29,2025-11,Social,Influencer,Mobile,New,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0
913348,2340,2025-11-05,2025-11,Paid Ads,New Launch,Mobile,New,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0
688612,2341,2025-07-23,2025-07,Paid Ads,Discount,Mobile,New,Non-Metro,Yes,Yes,Yes,No,No,No,499.0,0.0
276037,2342,2025-07-07,2025-07,Paid Ads,Discount,Desktop,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0
488076,2343,2025-08-25,2025-08,Paid Ads,New Launch,Mobile,New,Metro,Yes,Yes,Yes,Yes,No,No,499.0,0.0
760008,2344,2025-11-27,2025-11,Email,Discount,Mobile,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0
790493,2345,2025-10-01,2025-10,Paid Ads,Discount,Mobile,New,Non-Metro,Yes,No,No,No,No,No,499.0,0.0
720347,2346,2025-11-25,2025-11,Paid Ads,New Launch,Mobile,Returning,Metro,Yes,No,No,No,No,No,499.0,0.0
722605,2347,2025-07-06,2025-07,Paid Ads,Discount,Mobile,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0
825495,2348,2025-07-31,2025-07,Paid Ads,New Launch,Mobile,Returning,Non-Metro,Yes,No,No,No,No,No,499.0,0.0
397190,2349,2025-10-13,2025-10,Organic,New Launch,Desktop,New,Metro,Yes,Yes,Yes,Yes,Yes,No,1837.84,1837.84
540280,2350,2025-09-27,2025-09,Organic,Discount,Mobile,New,Metro,Yes,No,No,No,No,No,499.0,0.0
201459,2351,2025-11-05,2025-11,Paid Ads,New Launch,Desktop,Returning,Metro,Yes,Yes,No,No,No,No,499.0,0.0
861985,2352,2025-10-28,2025-10,Organic,New Launch,Mobile,New,Metro,Yes,Yes,Yes,No,No,No,499.0,0.0
300422,2353,2025-08-11,2025-08,Social,Discount,Mobile,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0
932325,2354,2025-10-10,2025-10,Paid Ads,Discount,Mobile,Returning,Non-Metro,Yes,No,No,No,No,No,499.0,0.0
201520,2355,2025-07-13,2025-07,Paid Ads,Discount,Mobile,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0
685560,2356,2025-10-09,2025-10,Organic,Discount,Mobile,Returning,Non-Metro,Yes,No,No,No,No,No,499.0,0.0
847512,2357,2025-12-02,2025-12,Paid Ads,Discount,Mobile,New,Non-Metro,Yes,Yes,Yes,Yes,No,No,499.0,0.0
616123,2358,2025-09-21,2025-09,Paid Ads,New Launch,Mobile,Returning,Metro,Yes,No,No,No,No,No,499.0,0.0
429793,2359,2025-09-18,2025-09,Organic,New Launch,Desktop,New,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0
426818,2360,2025-08-16,2025-08,Organic,Discount,Mobile,New,Metro,Yes,No,No,No,No,No,499.0,0.0
244832,2361,2025-09-16,2025-09,Paid Ads,Influencer,Mobile,Returning,Metro,Yes,Yes,No,No,No,No,499.0,0.0
252999,2362,2025-07-04,2025-07,Paid Ads,New Launch,Mobile,Returning,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0
448619,2363,2025-10-11,2025-10,Organic,New Launch,Desktop,Returning,Non-Metro,Yes,No,No,No,No,No,499.0,0.0
161367,2364,2025-11-27,2025-11,Paid Ads,Influencer,Mobile,Returning,Metro,Yes,No,No,No,No,No,499.0,0.0
853315,2365,2025-10-19,2025-10,Organic,Discount,Mobile,New,Metro,Yes,No,No,No,No,No,499.0,0.0
505804,2366,2025-08-23,2025-08,Paid Ads,Discount,Desktop,New,Metro,Yes,No,No,No,No,No,499.0,0.0
857038,2367,2025-11-06,2025-11,Social,Discount,Mobile,New,Non-Metro,Yes,No,No,No,No,No,499.0,0.0
335806,2368,2025-12-26,2025-12,Paid Ads,New Launch,Mobile,New,Non-Metro,Yes,No,No,No,No,No,499.0,0.0
807593,2369,2025-10-22,2025-10,Paid Ads,Discount,Mobile,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0
144738,2370,2025-09-01,2025-09,Organic,New Launch,Desktop,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0
657685,2371,2025-07-30,2025-07,Social,Influencer,Mobile,Returning,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0
444333,2372,2025-09-29,2025-09,Organic,Discount,Desktop,New,Non-Metro,Yes,No,No,No,No,No,499.0,0.0
438511,2373,2025-12-09,2025-12,Paid Ads,New Launch,Mobile,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0
302332,2374,2025-07-29,2025-07,Email,Influencer,Desktop,New,Non-Metro,Yes,No,No,No,No,No,499.0,0.0
482729,2375,2025-09-06,2025-09,Paid Ads,New Launch,Mobile,New,Metro,Yes,No,No,No,No,No,499.0,0.0
963051,2376,2025-08-26,2025-08,Organic,Influencer,Mobile,New,Non-Metro,Yes,No,No,No,No,No,499.0,0.0
211453,2377,2025-08-02,2025-08,Paid Ads,Discount,Mobile,New,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0
119816,2378,2025-10-18,2025-10,Paid Ads,New Launch,Mobile,Returning,Metro,Yes,Yes,No,No,No,No,499.0,0.0
869299,2379,2025-10-10,2025-10,Organic,Influencer,Mobile,New,Non-Metro,Yes,No,No,No,No,No,499.0,0.0
965962,2380,2025-10-27,2025-10,Organic,Influencer,Mobile,Returning,Metro,Yes,Yes,Yes,No,No,No,499.0,0.0
516715,2381,2025-12-09,2025-12,Organic,New Launch,Mobile,New,Metro,Yes,Yes,Yes,No,No,No,499.0,0.0
471000,2382,2025-10-12,2025-10,Paid Ads,Discount,Mobile,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0
313567,2383,2025-08-19,2025-08,Organic,Discount,Mobile,Returning,Non-Metro,Yes,Yes,Yes,No,No,No,499.0,0.0
614933,2384,2025-09-24,2025-09,Organic,Discount,Mobile,Returning,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0
695923,2385,2025-08-18,2025-08,Paid Ads,Influencer,Mobile,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0
994235,2386,2025-12-23,2025-12,Email,Discount,Mobile,New,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0
316184,2387,2025-09-17,2025-09,Social,New Launch,Mobile,Returning,Non-Metro,Yes,Yes,Yes,No,No,No,499.0,0.0
398090,2388,2025-09-25,2025-09,Social,Influencer,Desktop,Returning,Metro,Yes,No,No,No,No,No,499.0,0.0
417348,2389,2025-11-17,2025-11,Paid Ads,New Launch,Mobile,Returning,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0
282958,2390,2025-10-21,2025-10,Organic,Discount,Desktop,New,Metro,Yes,No,No,No,No,No,499.0,0.0
377707,2391,2025-08-25,2025-08,Email,Influencer,Desktop,New,Metro,Yes,No,No,No,No,No,499.0,0.0
192324,2392,2025-11-14,2025-11,Organic,Discount,Mobile,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0
323536,2393,2025-10-19,2025-10,Paid Ads,New Launch,Mobile,New,Metro,Yes,No,No,No,No,No,499.0,0.0
857232,2394,2025-10-17,2025-10,Organic,Influencer,Mobile,Returning,Non-Metro,Yes,Yes,Yes,Yes,No,No,499.0,0.0
371991,2395,2025-12-04,2025-12,Email,New Launch,Desktop,New,Non-Metro,Yes,Yes,Yes,Yes,Yes,Yes,1854.59,1669.131
126155,2396,2025-12-12,2025-12,Paid Ads,Influencer,Desktop,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0
441815,2397,2025-11-26,2025-11,Paid Ads,Discount,Mobile,New,Metro,Yes,No,No,No,No,No,499.0,0.0
741179,2398,2025-10-27,2025-10,Social,New Launch,Mobile,New,Metro,Yes,Yes,Yes,Yes,Yes,Yes,1568.03,1411.227
969742,2399,2025-07-01,2025-07,Paid Ads,New Launch,Mobile,New,Non-Metro,Yes,No,No,No,No,No,499.0,0.0
560494,2400,2025-09-14,2025-09,Organic,New Launch,Mobile,New,Non-Metro,Yes,No,No,No,No,No,499.0,0.0
249381,2401,2025-09-03,2025-09,Organic,New Launch,Mobile,New,Metro,Yes,No,No,No,No,No,499.0,0.0
231691,2402,2025-12-02,2025-12,Paid Ads,Influencer,Desktop,New,Metro,Yes,No,No,No,No,No,499.0,0.0
576410,2403,2025-07-24,2025-07,Paid Ads,Discount,Mobile,Returning,Non-Metro,Yes,Yes,Yes,Yes,Yes,No,1657.21,1657.21
543324,2404,2025-09-26,2025-09,Paid Ads,Discount,Mobile,New,Non-Metro,Yes,Yes,Yes,Yes,Yes,No,1748.27,1748.27
134707,2405,2025-12-24,2025-12,Social,Influencer,Mobile,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0
618477,2406,2025-08-03,2025-08,Organic,Discount,Mobile,New,Non-Metro,Yes,Yes,Yes,Yes,No,No,499.0,0.0
967969,2407,2025-10-11,2025-10,Organic,New Launch,Mobile,Returning,Metro,Yes,Yes,No,No,No,No,499.0,0.0
821864,2408,2025-10-27,2025-10,Email,Discount,Mobile,New,Non-Metro,Yes,Yes,Yes,No,No,No,499.0,0.0
802974,2409,2025-11-01,2025-11,Organic,Discount,Mobile,New,Metro,Yes,Yes,Yes,No,No,No,499.0,0.0
846788,2410,2025-08-26,2025-08,Email,Discount,Mobile,New,Non-Metro,Yes,No,No,No,No,No,499.0,0.0
453299,2411,2025-08-19,2025-08,Paid Ads,Influencer,Mobile,Returning,Metro,Yes,No,No,No,No,No,499.0,0.0
886713,2412,2025-12-21,2025-12,Social,Influencer,Mobile,New,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0
258492,2413,2025-07-10,2025-07,Paid Ads,Discount,Desktop,New,Non-Metro,Yes,No,No,No,No,No,499.0,0.0
574112,2414,2025-11-05,2025-11,Paid Ads,Discount,Desktop,New,Non-Metro,Yes,No,No,No,No,No,499.0,0.0
270102,2415,2025-09-29,2025-09,Social,Discount,Desktop,Returning,Metro,Yes,Yes,Yes,No,No,No,499.0,0.0
494274,2416,2025-07-07,2025-07,Social,Discount,Desktop,New,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0
317285,2417,2025-11-19,2025-11,Paid Ads,New Launch,Mobile,Returning,Metro,Yes,No,No,No,No,No,499.0,0.0
438404,2418,2025-11-20,2025-11,Paid Ads,Discount,Mobile,Returning,Metro,Yes,Yes,Yes,No,No,No,499.0,0.0
259476,2419,2025-08-20,2025-08,Paid Ads,Influencer,Desktop,New,Metro,Yes,No,No,No,No,No,499.0,0.0
858842,2420,2025-11-02,2025-11,Paid Ads,Discount,Mobile,New,Non-Metro,Yes,Yes,Yes,No,No,No,499.0,0.0
260928,2421,2025-10-16,2025-10,Organic,Discount,Mobile,Returning,Metro,Yes,No,No,No,No,No,499.0,0.0
764560,2422,2025-12-07,2025-12,Paid Ads,New Launch,Desktop,New,Metro,Yes,No,No,No,No,No,499.0,0.0
950610,2423,2025-10-09,2025-10,Organic,Discount,Mobile,Returning,Metro,Yes,No,No,No,No,No,499.0,0.0
396141,2424,2025-09-11,2025-09,Paid Ads,New Launch,Mobile,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0
743561,2425,2025-08-08,2025-08,Paid Ads,Discount,Desktop,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0
796595,2426,2025-12-22,2025-12,Paid Ads,Discount,Desktop,New,Metro,Yes,Yes,Yes,Yes,Yes,No,1990.25,1990.25
348500,2427,2025-08-02,2025-08,Social,Influencer,Mobile,Returning,Metro,Yes,Yes,No,No,No,No,499.0,0.0
790417,2428,2025-08-02,2025-08,Paid Ads,Discount,Mobile,Returning,Non-Metro,Yes,No,No,No,No,No,499.0,0.0
232311,2429,2025-08-07,2025-08,Social,Discount,Mobile,New,Metro,Yes,No,No,No,No,No,499.0,0.0
859034,2430,2025-07-21,2025-07,Organic,Influencer,Desktop,Returning,Metro,Yes,No,No,No,No,No,499.0,0.0
345546,2431,2025-09-07,2025-09,Social,New Launch,Mobile,New,Metro,Yes,No,No,No,No,No,499.0,0.0
296733,2432,2025-12-18,2025-12,Email,Discount,Mobile,Returning,Metro,Yes,Yes,No,No,No,No,499.0,0.0
751233,2433,2025-07-11,2025-07,Paid Ads,Discount,Mobile,New,Metro,Yes,No,No,No,No,No,499.0,0.0
669560,2434,2025-12-21,2025-12,Paid Ads,Discount,Mobile,Returning,Metro,Yes,Yes,No,No,No,No,499.0,0.0
975825,2435,2025-11-03,2025-11,Organic,New Launch,Mobile,Returning,Metro,Yes,Yes,Yes,No,No,No,499.0,0.0
947644,2436,2025-08-25,2025-08,Paid Ads,Discount,Mobile,New,Metro,Yes,No,No,No,No,No,499.0,0.0
246470,2437,2025-08-10,2025-08,Social,New Launch,Mobile,New,Metro,Yes,No,No,No,No,No,499.0,0.0
744318,2438,2025-10-15,2025-10,Social,Discount,Desktop,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0
418647,2439,2025-08-12,2025-08,Social,Influencer,Mobile,Returning,Non-Metro,Yes,Yes,Yes,Yes,Yes,Yes,2137.6,1923.84
106570,2440,2025-08-21,2025-08,Paid Ads,New Launch,Mobile,New,Metro,Yes,Yes,Yes,Yes,No,No,499.0,0.0
430929,2441,2025-08-17,2025-08,Email,Discount,Mobile,Returning,Non-Metro,Yes,Yes,Yes,Yes,Yes,No,2084.71,2084.71
633398,2442,2025-07-12,2025-07,Organic,Discount,Mobile,Returning,Non-Metro,Yes,No,No,No,No,No,499.0,0.0
599115,2443,2025-11-12,2025-11,Social,New Launch,Desktop,Returning,Non-Metro,Yes,No,No,No,No,No,499.0,0.0
179141,2444,2025-10-07,2025-10,Social,Discount,Desktop,New,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0
112115,2445,2025-08-13,2025-08,Organic,New Launch,Mobile,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0
139062,2446,2025-11-11,2025-11,Organic,New Launch,Mobile,Returning,Metro,Yes,Yes,Yes,Yes,No,No,499.0,0.0
909343,2447,2025-11-24,2025-11,Organic,Discount,Desktop,New,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0
728349,2448,2025-10-14,2025-10,Social,New Launch,Mobile,Returning,Non-Metro,Yes,Yes,Yes,Yes,Yes,No,2122.86,2122.86
394700,2449,2025-10-14,2025-10,Organic,Discount,Mobile,New,Metro,Yes,No,No,No,No,No,499.0,0.0
490479,2450,2025-11-21,2025-11,Email,Discount,Desktop,Returning,Metro,Yes,No,No,No,No,No,499.0,0.0
626257,2451,2025-11-16,2025-11,Paid Ads,Influencer,Mobile,Returning,Metro,Yes,No,No,No,No,No,499.0,0.0
930185,2452,2025-10-08,2025-10,Email,Influencer,Mobile,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0
497686,2453,2025-08-28,2025-08,Paid Ads,Discount,Mobile,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0
221863,2454,2025-09-30,2025-09,Paid Ads,New Launch,Mobile,New,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0
896657,2455,2025-11-01,2025-11,Social,New Launch,Mobile,New,Metro,Yes,Yes,Yes,Yes,No,No,499.0,0.0
601076,2456,2025-10-24,2025-10,Social,Discount,Desktop,New,Metro,Yes,No,No,No,No,No,499.0,0.0
747296,2457,2025-09-25,2025-09,Organic,Discount,Desktop,New,Metro,Yes,No,No,No,No,No,499.0,0.0
600726,2458,2025-12-10,2025-12,Organic,New Launch,Desktop,New,Non-Metro,Yes,Yes,Yes,Yes,No,No,499.0,0.0
778556,2459,2025-08-29,2025-08,Paid Ads,New Launch,Mobile,Returning,Non-Metro,Yes,Yes,Yes,No,No,No,499.0,0.0
730111,2460,2025-12-10,2025-12,Paid Ads,Influencer,Mobile,New,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0
900101,2461,2025-11-22,2025-11,Organic,Discount,Mobile,Returning,Metro,Yes,No,No,No,No,No,499.0,0.0
734965,2462,2025-12-14,2025-12,Paid Ads,Discount,Mobile,Returning,Non-Metro,Yes,No,No,No,No,No,499.0,0.0
871246,2463,2025-11-09,2025-11,Organic,Discount,Mobile,Returning,Metro,Yes,No,No,No,No,No,499.0,0.0
148320,2464,2025-12-23,2025-12,Paid Ads,Discount,Desktop,New,Metro,Yes,No,No,No,No,No,499.0,0.0
596758,2465,2025-08-17,2025-08,Paid Ads,Discount,Desktop,New,Non-Metro,Yes,No,No,No,No,No,499.0,0.0
246649,2466,2025-09-20,2025-09,Paid Ads,Discount,Desktop,Returning,Non-Metro,Yes,No,No,No,No,No,499.0,0.0
225354,2467,2025-10-16,2025-10,Email,Influencer,Mobile,New,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0
712297,2468,2025-08-31,2025-08,Organic,New Launch,Desktop,Returning,Metro,Yes,No,No,No,No,No,499.0,0.0
881725,2469,2025-11-04,2025-11,Paid Ads,New Launch,Mobile,New,Metro,Yes,No,No,No,No,No,499.0,0.0
548625,2470,2025-07-23,2025-07,Paid Ads,Influencer,Mobile,Returning,Metro,Yes,Yes,Yes,Yes,Yes,No,1715.15,1715.15
128625,2471,2025-12-03,2025-12,Social,Discount,Desktop,Returning,Non-Metro,Yes,No,No,No,No,No,499.0,0.0
836400,2472,2025-10-13,2025-10,Email,Influencer,Mobile,New,Metro,Yes,Yes,Yes,Yes,Yes,Yes,2277.41,2049.669
386233,2473,2025-08-11,2025-08,Social,Discount,Mobile,New,Non-Metro,Yes,No,No,No,No,No,499.0,0.0
136487,2474,2025-12-13,2025-12,Social,New Launch,Mobile,New,Non-Metro,Yes,No,No,No,No,No,499.0,0.0
559054,2475,2025-09-21,2025-09,Social,Discount,Mobile,New,Non-Metro,Yes,Yes,Yes,No,No,No,499.0,0.0
328071,2476,2025-08-27,2025-08,Paid Ads,Discount,Desktop,New,Metro,Yes,Yes,Yes,No,No,No,499.0,0.0
996880,2477,2025-07-21,2025-07,Organic,New Launch,Mobile,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0
588011,2478,2025-08-19,2025-08,Organic,Discount,Desktop,Returning,Metro,Yes,Yes,No,No,No,No,499.0,0.0
412282,2479,2025-11-07,2025-11,Email,Discount,Mobile,Returning,Metro,Yes,No,No,No,No,No,499.0,0.0
273895,2480,2025-09-19,2025-09,Organic,Discount,Mobile,New,Metro,Yes,No,No,No,No,No,499.0,0.0
530424,2481,2025-09-13,2025-09,Email,Discount,Mobile,New,Non-Metro,Yes,No,No,No,No,No,499.0,0.0
416205,2482,2025-07-13,2025-07,Paid Ads,New Launch,Desktop,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0
201376,2483,2025-08-25,2025-08,Organic,Discount,Mobile,New,Non-Metro,Yes,Yes,Yes,No,No,No,499.0,0.0
525106,2484,2025-07-17,2025-07,Paid Ads,New Launch,Mobile,New,Metro,Yes,Yes,Yes,Yes,No,No,499.0,0.0
965566,2485,2025-08-14,2025-08,Organic,Influencer,Mobile,New,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0
933487,2486,2025-08-22,2025-08,Paid Ads,Discount,Desktop,Returning,Metro,Yes,Yes,No,No,No,No,499.0,0.0
867629,2487,2025-09-26,2025-09,Paid Ads,Influencer,Mobile,Returning,Non-Metro,Yes,No,No,No,No,No,499.0,0.0
381652,2488,2025-08-06,2025-08,Organic,Discount,Desktop,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0
572132,2489,2025-11-19,2025-11,Organic,Discount,Desktop,Returning,Metro,Yes,Yes,Yes,Yes,Yes,Yes,2008.57,1807.713
